sku,mfgn,qty,price,map,mrp,list,wt,1stclass
49103,"000-0127-53",7,"31.27","","","39.95","0.3",1
49104,"E70096",3,"483.86","599.99","","599.99",1,0
49108,"E70098",3,"322.57","399.99","","399.99",2,0
49109,"E70099",0,"645.15","799.99","","799.99","6.8",0
49110,"E70139",2,"1332.07","1649.99","","1649.99","7.2",0
49111,"E70100",0,"1411.28","1749.99","","1749.99",7,0
49112,"R70160",0,"124.99","149.99","","149.99",1,0
49113,"0374001CLR",0,"24.33","","","48.27","0.1",1
49114,"0374002CLR",0,"27.39","","","48.27","0.1",1
49115,"000-00129-001",8,"18.98","","","39.99","0.55",1
49116,"0374003CLR",0,"24.33","","","48.27","",0
49117,"0374004CLR",0,"28.48","","","56.47","",0
49118,"0342024CLR",0,"35.85","","","63.19","0.2",1
49120,1000100121,1,"57.14","","","79.95","0.45",1
49122,1070103723,2,"57.14","","","79.95","0.45",1
49123,1070106122,1,"57.14","","","79.95","0.45",1
49124,1040100222,2,"57.14","","","79.95","0.4",1
49125,0010105821,3,"57.14","","","79.95","0.45",1
49126,1000200124,1,"57.14","79.95","","79.95","0.45",1
49128,1070206125,1,"57.14","","","79.95","0.45",1
49129,1040200225,2,"57.14","","","79.95","0.4",1
49130,"16004B-24",1,"111.64","","","202.98",5,0
49131,"RM-GOL-1",0,"178.50","204.00","","255.00","2.6",0
49132,"60 750",3,"34.99","","","67.41","0.4",1
49133,"10-13252-103-BW",4,"97.63","","","177.50","7.95",0
49134,"10-13252-107-BW",2,"135.86","","","247.02","8.25",0
49135,"10-13350-03",3,"137.61","","","256.45","7.5",0
49136,"10-13350-04",0,"137.61","","","256.45","6.45",0
49137,"10-13395-103",1,"87.54","","","159.15","6.3",0
49138,"10-13395-104",0,"93.79","","","166.27","7.45",0
49139,"73681S",2,"54.31","","","81.94","1.05",0
49140,"42054M",2,"29.64","","","46.24","1.15",0
49141,"42057U",2,"22.28","","","33.62","0.55",1
49142,"UFO X",38,"129.00","","","229.00",4,0
49143,"7241321FG",2,"130.63","","","299.30","6.35",0
49144,"7241521FG",1,"147.28","","","337.00","9.25",0
49145,"7241321FGK",8,"142.66","","","326.50","6.85",0
49146,"7241521FGK",8,"157.97","","","361.40","8.5",0
49148,"CETHT-9-1",1,"44.00","","","55.00","0.6",1
49149,21113360,0,"1714.88","","","2255.00","20.3",0
49150,"LLB-51WO-91-00",1,"120.00","","","149.00","2.01",0
49151,"LLB-51WR-91-00",2,"136.00","","","169.00","2.01",0
49152,58120,2,"186.87","","","341.52","13.5",0
49153,58121,6,"125.31","","","239.75","12.8",0
49154,58130,7,"131.32","","","224.62","15.7",0
49155,58131,3,"147.47","","","282.15","16.2",0
49156,58140,6,"119.93","","","210.77","13.45",0
49158,58180,5,"31.66","","","56.53","1.7",0
49159,58182,16,"30.56","","","54.58","0.6",1
49160,58183,4,"40.14","","","71.66",2,0
49161,58230,3,"38.59","","","68.91","4.45",0
49162,58231,6,"36.27","","","64.78","2.35",0
49163,58300,15,"23.53","","","42.03","0.95",0
49164,58275,6,"25.49","","","45.49","0.4",1
49165,"A80195",21,"71.04","","","89.99","1.7",0
49166,"CAB000852",8,"17.62","","","24.99","0.1",1
49167,"CAB000863",0,"17.62","","","24.99","0.1",1
49168,"CAB000859",10,"17.62","","","24.99","0.1",1
49169,"CAB000860",2,"17.62","","","24.99","0.1",1
49170,"CAB000864",9,"17.62","","","24.99","0.1",1
49172,"CAB000865",3,"17.62","","","24.99","0.15",1
49173,"AC-HK",0,"11.94","","","18.99","0.1",1
49174,"SEA5582B",0,"25.00","","","43.95","2.2",0
49175,"SEA5632B",3,"29.00","","","49.95","1.1",0
49182,"B265LH",1,"1200.00","","","1500.00",25,0
49183,"CM265LH",2,"928.57","","","1300.00","12.4",0
49184,"PM265LH",0,"1200.00","","","1500.00","11.3",0
49188,31410018,1,"82.12","","","99.99","1.1",0
49189,"11953-4",4,"19.19","","","28.99","6.75",0
49190,"11921-5",7,"8.58","","","12.99","0.7",1
49191,"11922-5",4,"7.58","","","11.99","0.25",1
49192,"11781-7",5,"9.14","","","18.99","0.35",1
49193,"11782-7",8,"5.63","","","12.99","0.15",1
49194,"11780-6",33,"3.99","","","12.99","0.15",1
49195,"11776-5",6,"25.37","","","39.99","0.75",0
49196,"11775-5",0,"23.57","","","37.99","0.4",1
49199,"01-0335-11",1,"12236.40","13995.00","","16995.00",75,0
49200,1379083,4,"212.50","","","","24.6",0
49214,"010-00754-10",0,"187.49","","","249.99","5.55",0
49216,"010-00756-10",9,"524.99","","","699.99","11.95",0
49217,6005200,4,"20.13","","","33.57","0.6",1
49218,6010200,0,"33.53","","","55.90","0.6",1
49219,6011200,16,"33.53","","","55.90","0.6",1
49220,"12VCP",2,"29.32","","","46.99","0.35",1
49221,"150BBI",18,"15.37","","","24.99","0.35",1
49222,"S20-15",1,"35.19","","","56.99","0.5",1
49223,"S15-30",6,"28.99","","","46.99","0.5",1
49224,"S20-30",3,"48.32","","","77.99","0.6",1
49225,"6152SPP-25",1,"389.65","","","643.99",24,0
49226,"6152SPPW-25",2,"432.95","","","715.99","23.5",0
49227,"6152SPP",2,"547.52","","","931.99",38,0
49228,"6152SPPW",0,"567.05","","","964.99","45.55",0
49229,"12VBR",0,"15.86","","","25.42","0.2",1
49230,"12VBP",11,"13.07","","","20.99","0.1",1
49231,"12VBRAD",0,"13.52","","","21.99","0.3",1
49232,"12VCP6",0,"42.93","","","68.99","0.4",1
49233,"B9059U-05",0,"285.71","","","400.00",37,0
49234,"B9059U-05-FT",379,"0.29","","","0.40","0.2",1
49235,"RG/6 92003",0,"200.00","","","410.00",28,0
49236,"RG/6 92003-FT",69,"0.70","","","1.20","0.1",1
49237,"X-079330-007",0,"234.38","","","710.00",13,0
49238,"X-079330-007-FT",0,"0.51","","","0.71","0.1",1
49240,"6369CR",1,"93.46","","","151.99","0.55",1
49241,"6370CR",2,"91.68","","","148.99","0.5",1
49242,"305CRRB",0,"25.15","","","40.99","0.3",1
49243,"6371EL-B",2,"127.55","","","206.99","1.6",0
49244,"6373EL-B",2,"134.29","","","217.99","1.6",0
49245,"6373EL",4,"142.41","","","230.99","1.3",0
49246,"2018BP-12",2,"17.21","","","27.99","0.4",1
49247,"2018BP-24",0,"16.39","","","26.99","0.2",1
49248,"2018BR-MB",3,"51.21","","","82.99","0.2",1
49249,"2018PKG",2,"68.36","","","109.99",1,0
49250,"2018BR",1,"34.36","","","55.99","0.2",1
49251,"MRK110",0,"427.98","","","689.00",10,0
49252,"MIS210HR",0,"312.00","","","529.05","9.45",0
49253,"MIS220HR",1,"312.00","","","529.05","11.35",0
49257,"RY504-2-30",4,"318.25","","","512.99","7.4",0
49258,"12VXC",3,"27.19","","","45.99","0.5",1
49259,"110A",2,"101.39","","","163.99","2.8",0
49260,"115A",2,"164.55","","","264.99","1.7",0
49261,"117A",2,"139.52","","","228.99","2.5",0
49262,199120,4,"77.05","","","127.99",14,0
49263,"12VPG",2,"8.09","","","15.99","0.1",1
49264,"12VCPS2",2,"27.20","","","43.99","0.4",1
49272,"150800-200-020-12",14,"40.60","","","59.99","1.7",0
49273,"150800-200-030-12",14,"40.60","","","59.99","1.75",0
49274,"150800-200-040-12",7,"37.89","","","59.99",2,0
49275,"150800-200-050-12",10,"37.89","","","59.00",2,0
49276,"150800-200-060-12",9,"37.89","","","59.00","1.9",0
49277,"150800-200-070-12",14,"37.89","","","59.00","1.9",0
49284,"151000-200-020-12",0,"46.92","","","69.99","",0
49285,"151000-200-030-12",13,"46.92","","","69.99","1.8",0
49286,"151000-200-040-12",8,"46.92","","","69.99","2.1",0
49287,"151000-200-050-12",7,"46.92","","","69.99","2.1",0
49288,"151000-200-060-12",9,"49.00","","","69.99","2.1",0
49289,"151000-200-070-12",5,"49.00","","","69.99","2.1",0
49290,"150400-200-030-12",5,"49.13","","","79.99",2,0
49291,"150400-200-040-12",16,"49.13","","","79.99","2.1",0
49292,"150400-200-050-12",7,"49.13","","","79.99","1.9",0
49293,"150400-200-060-12",4,"49.13","","","79.00","2.2",0
49294,"150400-200-070-12",9,"49.13","","","79.99","2.2",0
49295,"150400-200-080-12",6,"49.13","","","79.99",2,0
49296,"150200-200-030-12",2,"36.49","","","59.99",1,0
49297,"150200-200-050-12",10,"36.49","","","59.99","1.1",0
49298,"150200-200-080-12",0,"36.49","","","59.99","1.1",0
49299,"150200-200-110-12",15,"36.49","","","59.99","1.5",0
49301,"151200-200-004-13",36,"30.00","","","89.99",2,0
49302,"100200-200-002-12",7,"35.09","","","54.99",1,0
49305,"100100-200-002-12",8,"29.40","","","44.99","0.5",0
49306,"100100-200-004-12",19,"31.50","","","49.99","1.1",0
49307,"102000-200-001-12",4,"7.33","","","9.99","0.5",0
49308,"102000-200-002-12",7,"7.33","","","9.99","0.6",0
49309,"102000-200-004-12",0,"7.33","","","9.99","0.6",0
49310,"102000-200-005-12",17,"7.33","","","9.99","0.75",0
49312,"102200-200-004-12",3,"33.33","","","54.99",3,0
49333,"A80277",12,"213.74","269.99","","269.99","3.4",0
49334,"E70204",5,"402.47","519.99","","519.99","2.75",0
49335,"A80273",13,"22.09","","","27.99","0.8",1
49336,"E70205",5,"472.13","609.99","","609.99","6.3",0
49341,"USBA6",1,"41.87","","","69.99","0.3",1
49345,"6360CRN",3,"77.92","","","126.99","0.7",1
49346,"6153SPP",4,"385.72","","","655.99","35.5",0
49347,"6153SPP-25",0,"343.41","","","584.99",19,0
49348,"6153SPPW",1,"428.57","","","728.99","35.5",0
49351,"CS30-12",7,"47.91","","","83.99","5.5",0
49352,"CS30-25",3,"85.11","","","144.99",10,0
49353,"CS30-50",0,"97.51","","","165.99","16.4",0
49354,"CS503-25",2,"433.06","","","736.99",20,0
49355,"CS503-50",1,"486.40","","","827.99","35.4",0
49356,"CS504-25",2,"478.21","","","813.99","24.9",0
49357,"CS504-50",2,"671.97","","","1142.99",45,0
49358,"P15-30",0,"50.30","","","82.99","1.9",0
49359,"P30-15",1,"56.30","","","90.99","1.9",0
49360,"P503-30",3,"127.73","","","205.99","3.2",0
49361,"P30-503",2,"164.13","","","264.99","3.1",0
49362,"P504-30",0,"150.37","","","242.99","3.2",0
49363,"P30-504",2,"178.44","","","287.99","3.2",0
49364,"P504-503",1,"218.24","","","351.99","3.7",0
49365,"Y503-2-30",1,"239.70","","","386.99","6.8",0
49366,"Y504-2-30",2,"206.24","","","332.99","7.2",0
49367,"Y504-2-503",2,"457.87","","","737.99","7.9",0
49368,"Y30-2-30",1,"185.73","","","299.99","6.2",0
49369,"Y504-2-504",2,"442.21","","","712.99","8.5",0
49375,"GYM1100NA",2,"78.83","","","99.99","0.75",1
49376,"GYM1100CKNA",5,"104.99","","","149.99","2.4",0
49377,"GYM1100FKNA",1,"104.99","","","149.99","2.9",0
49378,"GYM5600NA",1,"61.94","","","79.99","1.1",0
49379,"GYM5600LKNA",2,"92.99","","","129.99","2.85",0
49380,"GYM2200NA",5,"45.53","","","59.99","0.4",1
49381,"GYAM1100BP-BLK",5,"20.44","","","24.99","0.15",1
49382,"GYAM5600RF",3,"16.44","","","19.99","0.05",1
49390,"2882.91",7,"110.00","","","179.00","0.2",1
49391,"2883.91",7,"110.00","","","179.00","0.2",1
49392,"2884.91",7,"110.00","","","179.00","0.2",1
49393,"2885.91",7,"110.00","","","179.00","0.2",1
49394,"305CRCN.VPK",2,"42.87","","","69.99","0.7",1
49395,"103RN",1,"14.25","","","23.99","0.4",1
49396,"103ELN",2,"15.21","","","24.99","0.3",1
49397,"6361CRN",0,"66.80","","","108.99","0.7",1
49398,"2848.91",1,"250.00","","","405.00","0.4",1
49399,"2846.91",1,"250.00","","","405.00","0.4",1
49400,"2842.91",1,"250.00","","","405.00","0.4",1
49401,"2844.91",1,"250.00","","","405.00","0.4",1
49402,"2874.91",1,"250.00","","","405.00","0.4",1
49403,"2875.91",1,"250.00","","","405.00","0.4",1
49404,"7715CRN",3,"22.07","","","36.99","0.4",1
49405,"7715ELN",10,"22.07","","","36.99","0.4",1
49406,"A80160",17,"43.41","","","54.99","0.2",1
49407,"18598-1000",124,"36.57","","","67.58","0.5",1
49408,"USB-PM",29,"17.95","","","26.95","0.25",1
49409,"GS-380",1,"1727.38","","","3031.56",29,0
49410,"GS-280",5,"943.41","","","1655.68","28.4",0
49411,"GS-2801",0,"952.33","","","1669.54","28.4",0
49412,"GS-2841BKA-1",4,"1527.95","","","2681.55",47,0
49413,"GS-2841VEL-1",3,"1527.95","","","2681.55",47,0
49414,"GS-2842VEL-1",8,"1527.95","","","2681.55",47,0
49415,"GS-880",6,"179.99","","","389.58","4.3",0
49418,"32-3005",1,"368.90","","","605.00","6.55",0
49419,4210804,7,"32.67","","","49.00","0.1",1
49421,"MR HH450 DUAL",10,"102.13","","","159.95","1.7",0
49422,"MR HH450 CAMO",4,"108.02","","","169.95","1.7",0
49426,3021,0,"271.58","339.00","","419.00","5.95",0
49427,30002,3,"276.80","339.00","","419.00",6,0
49428,30512,7,"271.72","339.00","","419.00","5.9",0
49429,30062,0,"324.27","399.00","","499.00","6.2",0
49430,30003,3,"517.54","629.00","","799.00","6.5",0
49431,30513,4,"513.49","629.00","","799.00","6.4",0
49432,30063,0,"555.47","679.00","","869.00","6.55",0
49433,30201,4,"514.94","629.00","","799.00","6.9",0
49434,30211,1,"510.89","629.00","","799.00","6.8",0
49435,30261,0,"552.87","669.00","","859.00","6.9",0
49436,30004,7,"476.93","589.00","","749.00","5.55",0
49437,30514,3,"473.99","589.00","","749.00","5.5",0
49438,30064,0,"523.52","649.00","","819.00","5.6",0
49439,30005,2,"509.34","629.00","","799.00","6.75",0
49440,30515,4,"506.42","629.00","","799.00","6.65",0
49441,30065,0,"555.93","689.00","","869.00","6.75",0
49442,30204,7,"500.65","619.00","","779.00","7.15",0
49443,30214,0,"497.73","619.00","","799.00","7.05",0
49444,30264,0,"548.54","679.00","","859.00","7.15",0
49445,2021,4,"145.17","169.00","","199.00","4.8",0
49446,30100,31,"33.18","","","39.98","0.15",1
49447,30200,18,"41.01","","","49.98","0.2",1
49448,1030102822,1,"57.14","","","79.95","0.4",1
49449,1050105822,2,"57.14","","","79.95","0.4",1
49450,1070105801,1,"50.00","","","69.95","0.4",1
49451,1070100101,3,"50.00","","","69.95","0.4",1
49453,1090102701,1,"29.99","","","69.95","0.4",1
49461,1120100101,3,"50.00","","","69.95","0.4",1
49462,1120100221,1,"57.14","","","79.95","0.4",1
49463,1120102701,1,"50.00","","","69.95","0.4",1
49464,1120104822,4,"57.14","","","79.95","0.4",1
49465,1070200115,1,"50.00","","","69.95","0.4",1
49466,1070205815,2,"50.00","","","69.95","0.4",1
49472,1120200115,2,"50.00","","","69.95","0.4",1
49473,1120200224,2,"57.14","","","79.95","0.4",1
49474,1120202715,1,"50.00","","","69.95","0.4",1
49475,1120204825,2,"57.14","","","79.95","0.4",1
49476,1070306531,2,"57.14","","","79.95","0.4",1
49477,1090300231,3,"50.00","","","69.95","0.4",1
49478,1090300332,1,"50.00","","","69.95","0.4",1
49484,1120306430,3,"50.00","","","69.95","0.4",1
49485,1120300331,4,"50.00","","","69.95","0.4",1
49487,1120600761,7,"71.43","","","99.95","0.4",1
49490,43006,90,"69.31","","","135.99","4.3",0
49491,43008,82,"83.06","","","162.42","5.15",0
49492,43012,77,"98.85","","","193.99",6,0
49493,43020,93,"127.70","","","249.99","7.3",0
49494,43021,183,"135.16","","","264.99","7.8",0
49495,1080501050,3,"50.00","","","69.95","0.4",1
49496,1080504651,0,"50.00","","","69.95","0.4",1
49497,1110501050,2,"50.00","","","69.95","0.4",1
49502,0090401170,1,"35.71","","","49.95","0.4",1
49503,0090405479,4,"35.71","","","49.95","0.4",1
49504,1080400170,0,"28.57","","","39.95","0.4",1
49505,1080404570,1,"28.57","","","39.95","0.4",1
49506,1080405479,2,"28.57","","","39.95","0.4",1
49507,1110400170,1,"35.71","","","49.95","0.4",1
49508,1110400381,1,"35.71","","","49.95","0.4",1
49509,1110401275,3,"35.71","","","49.95","0.4",1
49511,0210800287,1,"35.71","","","49.95","0.4",1
49512,1040800186,1,"35.71","","","49.95","0.4",1
49513,"010-11932-00",114,"15.99","","","24.99","0.29",1
49514,1040800187,1,"35.71","","","49.95","0.4",1
49515,1050800186,0,"35.71","","","49.95","0.4",1
49517,1120800186,0,"35.71","","","49.95","0.4",1
49518,1120800187,1,"35.71","","","49.95","0.4",1
49519,0215299986,2,"14.29","","","19.95","0.2",1
49520,0215299987,2,"14.29","","","19.95","0.2",1
49521,0215299988,0,"14.29","","","19.95","0.2",1
49523,1045299986,2,"14.29","","","19.95","0.2",1
49524,1045299987,2,"14.29","","","19.95","0.2",1
49525,1045299988,6,"14.29","","","19.95","0.2",1
49526,1045299989,6,"14.29","","","19.95","0.2",1
49527,1055299986,2,"14.29","","","19.95","0.2",1
49531,1125299986,2,"14.29","","","19.95","0.2",1
49532,1125299987,3,"14.29","","","19.95","0.2",1
49533,1125299988,4,"14.29","","","19.95","0.2",1
49534,1125299989,1,"14.29","","","19.95","0.2",1
49536,"H22FX",5,"89.99","","","129.99","1.25",0
49537,"GS-170-2",6,"276.81","","","485.79","6.3",0
49538,"F16-0311C-1",5,"69.99","","","144.83","1.7",0
49539,"F16-0311BKA8SB",3,"249.99","","","536.80","7.3",0
49540,"F16-0311VEL8SB",2,"249.99","","","536.80","7.3",0
49541,"OC-0421BKA8",6,"129.99","","","258.07",5,0
49542,"OC-0421VEL8",5,"129.99","","","258.07",5,0
49543,"V30-0744B8-2",23,"7.50","","","11.81","0.1",1
49544,"V30-0748B8-2",20,"9.23","","","14.53","0.15",1
49545,"V30-1333B10-1",16,"17.72","","","25.51","0.1",1
49546,"V30-0202B10-1",15,"18.42","","","25.99","0.3",1
49547,"V30-0109B10-1",13,"14.67","","","21.12","0.2",1
49548,"V30-0113B10-1",7,"15.11","","","21.75","0.1",1
49549,"V30-1005B25-1",0,"36.84","","","63.00","1.5",0
49550,"V30-1005W25-1",8,"36.84","","","63.00","1.55",0
49551,"V30-1008B25-1",2,"36.84","","","63.00","1.55",0
49552,"V30-1008W25-1",7,"36.84","","","63.00","1.6",0
49553,"V30-1312B25-1",7,"41.58","","","71.10","2.3",0
49554,"V30-1312W25-1",6,"41.58","","","71.10","2.4",0
49555,"V30-1316B25-1",6,"41.61","","","71.14","2.3",0
49556,"V30-1316W25-1",2,"39.89","","","68.22","2.4",0
49557,"CB5546001",2,"16.76","","","22.35","0.45",1
49558,"CB5546002",3,"16.10","","","21.47","0.45",1
49560,"CB5544002",1,"19.99","","","28.01","0.6",1
49561,"CB3961001",2,"31.35","","","41.80","0.6",1
49562,"CB3559001",4,"25.66","","","34.22","0.8",1
49568,"MS6007BR",2,"41.18","","","59.99","3.85",0
49570,22823,5,"11.14","","","19.95","1.5",0
49571,22833,3,"16.56","","","27.33","3.35",0
49572,22853,6,"25.58","","","42.20","6.35",0
49573,105682,1,"98.40","","","160.27","1.4",0
49574,105683,2,"99.46","","","162.02","1.4",0
49575,105676,6,"108.46","","","176.76","1.6",0
49576,105651,5,"108.00","","","175.93","1.7",0
49577,105635,14,"123.49","","","201.20","2.2",0
49578,105636,4,"127.80","","","208.22","2.2",0
49579,105637,5,"129.14","","","210.42","2.2",0
49580,105638,3,"137.77","","","224.46","2.2",0
49581,105648,6,"137.59","","","224.15","2.6",0
49583,105639,17,"156.29","","","254.63",3,0
49584,105762,11,"127.93","","","208.42","2.5",0
49585,"P66-BL",1,"120.71","","","199.00","2.95",0
49586,10511,7,"14.30","","","23.38","0.4",1
49587,10512,3,"14.94","","","24.53","0.4",1
49588,10513,4,"15.53","","","25.31","0.6",1
49589,10514,4,"21.00","","","34.18","0.7",1
49591,10540,18,"13.59","","","23.99","0.8",1
49592,10542,17,"14.39","","","26.53","1.2",0
49593,10543,25,"16.97","","","28.98","1.2",0
49594,10544,29,"18.64","","","32.78","1.6",0
49595,10545,28,"22.26","","","37.80","1.9",0
49597,"A28167",5,"41.84","","","60.00","0.4",0
49598,"E70226",1,"300.00","","","569.99","3.4",0
49600,"A80207",5,"78.16","","","99.00","1.15",0
49601,"LLB-45AU-08-00",0,"37.33","","","45.99","0.57",1
49613,"010-11553-00",1,"23.79","","","29.99","0.4",1
49619,"SM1000A",4,"34.87","","","59.99","3.25",0
49620,"SM1000B",2,"36.63","","","64.99","3.45",0
49622,1901122,44,"260.67","","","319.99",22,0
49629,"P102957",0,"537.00","","","895.00",1,0
49630,68800,0,"201.44","","","293.00",11,0
49631,68790,1,"23.16","","","40.00","0.6",1
49632,"MR HH350W FLT",36,"79.95","","","119.95","1.8",0
49633,"53-1831",0,"209.29","","","369.99","25.1",0
49634,"53-6501",2,"67.88","","","119.99","6.9",0
49635,"AHSB-4",0,"254.55","","","449.99",38,0
49639,"AHBL-12",1,"50.30","","","82.99","7.3",0
49640,"AHTB-12",0,"96.16","","","169.99","14.9",0
49641,"54-2025",0,"67.87","","","119.99","11.3",0
49642,"40-1020",0,"12.44","","","21.99",3,0
49643,"58-1350",1,"363.64","","","599.99",42,0
49645,"AHP-120AP",1,"28.49","","","46.99","2.25",0
49646,"AHP-12AP",1,"33.94","","","55.99","2.25",0
49654,"T49940",2,"29.54","","","54.95","0.2",1
49665,"010-11409-20",13,"7.50","","","12.00","0.3",1
49679,"CPM100",0,"105.56","","","149.00","5.7",0
49701,"001-500730",3,"1186.88","","","1899.00","9.15",0
49702,"001-500731",0,"1294.77","","1709.10","1899.00","9.1",0
49703,"001-500732",1,"1186.88","","1709.10","1899.00","9.2",0
49704,"001-500744",2,"1799.99","","","2999.00","14.5",0
49705,"001-500745",4,"1799.99","","","2999.00","14.45",0
49706,"001-500746",0,"2044.77","","2699.10","2999.00","",0
49707,"001-500734",0,"1976.59","","2609.10","2899.00","9.7",0
49708,"001-500735",0,"1976.59","","2609.10","2899.00","9.7",0
49709,"001-500736",0,"1976.59","","2609.10","2899.00",10,0
49710,"001-500748",2,"2186.88","","","3499.00","16.9",0
49711,"001-500749",2,"2186.88","","","3499.00","16.8",0
49712,"001-500750",0,"2385.68","","3149.10","3499.00","16.4",0
49713,"001-500733",4,"1699.99","","","3099.00","11.9",0
49714,"001-500747",0,"2522.05","","3329.10","3699.00","25.1",0
49717,"CLIP-17",6,"7.69","","","10.00","0.1",1
49718,"CN-3",2,"8.46","","","11.00","0.1",1
49719,"FBA-40",0,"15.38","","","21.00","0.2",1
49720,"CD-26",2,"23.08","","","30.00","0.2",1
49721,"FBA-42",4,"19.23","","","25.00","0.3",1
49722,"CD-52",5,"15.38","","","20.00","0.2",1
49723,"FBA-44",4,"19.23","","","25.00","0.1",1
49724,"FNB-122LI",1,"30.77","","","40.00","0.2",1
49725,"CD-46",5,"10.62","","","13.80","0.2",1
49726,"FNB-V115LI",3,"46.15","","","60.00","0.5",1
49727,"B117-DT-BL",0,"169.48","","","189.99","3.9",0
49728,"FNB-115LIS",12,"73.08","","","98.00","0.4",1
49729,"CD-50",1,"41.54","","","54.00","0.2",1
49730,"PA-45B",2,"12.31","","","16.00","0.3",1
49731,"PA-45C",2,"12.31","","","16.00","0.3",1
49732,"CD-38",12,"15.38","","","20.00","0.3",1
49733,"E-DC-19A",5,"25.38","","","33.00","0.2",1
49734,"E-DC-6",1,"7.69","","","10.00","0.2",1
49735,"SPR-1I-RM",1,"89.47","","","169.00","1.1",0
49736,"SPR-7-RM",0,"227.12","","","429.00","4.1",0
49737,20350001,0,"507.82","","","656.00","3.05",0
49738,20360016,1,"100.06","","","135.00",1,0
49739,"000-167-171",0,"44.00","","","55.00","0.3",1
49740,"001-167-880-10",2,"44.00","","","55.00","0.2",1
49741,"001-167-900-10",3,"80.00","","","100.00",1,0
49742,"000-164-609-10",0,"60.00","","","75.00","0.35",1
49745,"LLB-28NW-24-SY",12,"28.72","","","59.99","0.12",1
49746,"LLB-28NR-24-SY",5,"28.72","","","59.99","0.15",1
49747,"LLB-28NG-24-SY",2,"28.72","","","59.99","0.15",1
49748,"SP 01506",7,"8.96","10.65","","14.20","1.2",0
49749,"SP 01510",3,"32.90","39.17","","52.22","8.6",0
49750,"SS 01306",0,"10.32","12.29","","16.38","1.2",0
49751,"SS 01310",4,"39.49","47.01","","62.68","8.55",0
49754,"BC 01806",11,"10.32","12.29","","16.38","1.2",0
49755,"BC 01810",3,"39.49","47.01","","62.68","8.6",0
49758,"010-11968-00",5,"31.50","","","44.99","0.7",1
49759,"LLB-33AW-81-OT",0,"36.00","","","59.99","0.31",1
49760,"LLB-33BW-81-OT",6,"28.72","","","59.99","0.26",1
49761,"LLB-33CW-81-OT",1,"42.00","","","69.99","0.74",0
49762,"LLB-33EW-81-OT",7,"31.12","","","64.99","0.74",0
49763,"57-1004",1,"11.31","","","21.99","2.2",0
49764,"LLB-503N-91-00",2,"95.74","","","149.99","3.14",0
49765,"LLB-503W-91-00",2,"95.74","","","149.99","3.14",0
49766,"3970.3",46,"38.89","","","70.00","0.2",1
49767,"3971.3",6,"44.44","","","80.00","0.2",1
49769,"PM5-FMD-8",0,"231.00","264.00","","330.00","3.8",0
49770,"133400-200-004-13",6,"120.88","","","199.99","2.35",0
49771,"133400-100-004-13",5,"114.84","","","199.99","2.3",0
49772,"010-11977-00",0,"6.99","","","9.99","0.1",1
49773,"010-11994-00",1,"34.99","","","49.99","1.7",0
49775,"100300-200-004-13",8,"49.51","","","65.99","1.8",0
49776,"66463W7",7,"33.31","","","66.99","2.5",0
49777,"66463-7",15,"33.31","","","66.99","2.6",0
49783,"5013-4",6,"17.57","","","29.99","1.3",0
49798,"151800-200-040-13",0,"129.37","","","199.99","3.5",0
49800,"154000-200-020-13",0,"289.80","","","519.99","",0
49801,"154000-200-004-13",2,"241.50","","","519.99","13.7",0
49802,"154000-200-005-13",4,"264.50","","","519.99",15,0
49803,"154100-200-020-13",0,"327.07","","","549.99","",0
49804,"154100-200-004-13",0,"327.07","","","549.99","14.6",0
49805,"154100-200-005-13",0,"349.51","","","549.99","15.3",0
49806,"MS-CV700",56,"12.69","","","18.99","0.25",1
49808,"93-24PREG-B",2,"269.52","","","557.00","1.6",0
49813,"MILRF921",7,"69.95","119.95","","129.95","0.3",1
49814,"MILRF9UART",7,"69.95","119.95","","129.95","0.3",1
49819,"E70227",15,"232.19","299.99","","299.99","0.6",1
49821,"NRGSH1",0,"1536.50","1756.00","","2195.00","",0
49822,"NRGSH2",0,"2096.50","2396.00","","2995.00","9.25",0
49823,"P10-2512WHA27-1",2,"14.91","","","26.16","3.5",0
49824,"P10-2524WHA27-1",13,"27.51","","","48.28","6.8",0
49825,"P10-5012BLK27-1",7,"26.81","","","47.04","6.3",0
49826,"P10-5012SFM27-1",13,"26.81","","","47.04","6.2",0
49827,"P10-5012WHA27-1",4,"26.81","","","47.04","6.2",0
49828,"P10-5024BLK27-1",12,"51.64","","","90.63","12.5",0
49829,"P10-5024SFM27-1",13,"51.64","","","90.63","12.5",0
49830,"P10-5024WHA27-1",4,"51.77","","","91.41","12.5",0
49849,"11030A",17,"5.35","","","7.95","0.1",1
49850,"11031A",7,"6.33","","","9.95","0.1",1
49851,"11065A",8,"3.69","","","6.99","0.4",1
49852,23000,3,"12.89","","","29.95","2.2",0
49853,23102,3,"9.36","","","29.95","1.6",0
49854,23103,3,"14.37","","","29.95",4,0
49855,"25006GA",2,"15.86","","","32.99","2.5",0
49856,27700,2,"102.04","","","159.49",28,0
49857,27710,0,"114.23","","","173.79",32,0
49858,27850,0,"32.26","","","58.95",6,0
49859,29300,7,"14.63","","","21.99",1,0
49860,29330,8,"14.63","","","19.99","0.7",0
49861,29331,5,"18.57","","","25.99","1.4",0
49862,29332,0,"14.63","","","19.99","0.7",0
49863,29333,1,"18.57","","","25.99","1.3",0
49864,27635,4,"100.34","","","173.79",26,0
